# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.0.0 Manufacturer: motorola com.rogeriocarmo.gnss_mobilecalculator.Model: moto x4
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Fix,gps,-22.122576,-51.407802,443.414185,0.000000,10.720000,1541019949000
Raw,1707515044,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,10,0.0,207,348373262522,1618,13.1,774.54296875,7.681000232696533,0,0.0,0.0,,,,,0,,3,,
Raw,1707515044,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,6,0.0,207,348375284294,46,20.0,-219.97897338867188,1.1390000581741333,0,0.0,0.0,,,,,0,,3,,
Raw,1707515045,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,22,0.0,207,348374152194,70,18.0,-92.7957534790039,2.7975001335144043,0,0.0,0.0,,,,,0,,3,,
Raw,1707515046,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,11,0.0,207,348380736944,70,18.2,237.27020263671875,2.7764999866485596,0,0.0,0.0,,,,,0,,3,,
Raw,1707515046,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,21,0.0,207,348375231036,17,28.2,220.60015869140625,0.2558000087738037,0,0.0,0.0,,,,,0,,3,,
Raw,1707515047,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,7,0.0,207,348372184406,17,28.1,-652.3447265625,0.25130000710487366,0,0.0,0.0,,,,,0,,3,,
Raw,1707515047,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,5,0.0,15,335166368707945,14,30.5,428.3961181640625,0.037800002843141556,0,0.0,0.0,,,,,0,,1,,
Raw,1707515048,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,10,0.0,15,335166362888095,70,17.0,-693.4491577148438,1.0794999599456787,0,0.0,0.0,,,,,0,,1,,
Raw,1707515049,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,12,0.0,15,335166371405485,24,25.0,567.3193969726562,0.3982999920845032,0,0.0,0.0,,,,,0,,1,,
Raw,1707515049,3373681000000,,,-1225051792766172672,0.0,76.36917871423066,7.380358823021446,11.625921963145366,9,15,0.0,15,335166363686338,35,22.4,-250.28375244140625,0.6710000038146973,0,0.0,0.0,,,,,0,,1,,
